,dt,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,wind.gust,clouds.all,weather.id,weather.main,weather.description,weather.icon,rain.1h
981,1712149200,17.88,17.73,1010,77,15.93,18.83,8.75,200,,40,802,Clouds,scattered clouds,03d,
982,1712152800,17.58,17.43,1010,78,15.37,19.38,9.77,200,,40,802,Clouds,scattered clouds,03d,
983,1712156400,17.66,17.44,1010,75,15.93,18.83,8.23,190,14.4,40,802,Clouds,scattered clouds,03d,
984,1712160000,16.98,16.77,1010,78,15.44,18.03,10.29,200,16.46,40,802,Clouds,scattered clouds,03d,
985,1712163600,16.5,16.32,1010,81,15.52,17.16,8.23,200,14.4,20,801,Clouds,few clouds,02d,
986,1712167200,16.35,16.13,1010,80,14.96,17.16,9.77,190,15.43,20,801,Clouds,few clouds,02d,
987,1712170800,15.38,15.06,1012,80,14.88,16.05,8.23,190,13.89,20,801,Clouds,few clouds,02n,
988,1712174400,15.1,14.75,1012,80,14.88,15.44,8.23,200,,20,801,Clouds,few clouds,02n,
989,1712178000,15.38,15.01,1012,78,14.88,16.05,6.17,180,13.38,20,801,Clouds,few clouds,02n,
990,1712181600,15.15,14.78,1012,79,14.32,16.05,5.14,180,,20,801,Clouds,few clouds,02n,
991,1712185200,15.0,14.64,1012,80,14.17,16.05,6.69,190,,40,802,Clouds,scattered clouds,03n,
992,1712188800,14.65,14.39,1010,85,13.58,15.5,6.69,180,,75,803,Clouds,broken clouds,04n,
993,1712192400,13.96,13.6,1011,84,12.66,15.44,7.2,180,,100,804,Clouds,overcast clouds,04n,
994,1712196000,13.54,13.22,1010,87,12.66,14.88,5.66,170,11.32,75,803,Clouds,broken clouds,04n,
995,1712199600,13.83,13.64,1009,91,13.03,14.96,6.69,180,11.83,75,803,Clouds,broken clouds,04n,
996,1712203200,14.0,13.83,1009,91,13.03,14.94,6.17,180,,75,803,Clouds,broken clouds,04n,
997,1712206800,14.09,13.88,1011,89,13.58,14.89,6.17,170,,75,803,Clouds,broken clouds,04n,
998,1712210400,13.95,13.62,1011,85,13.21,14.88,6.71,187,11.18,75,803,Clouds,broken clouds,04n,
999,1712214000,14.1,13.76,1011,84,13.71,14.4,5.14,170,,75,803,Clouds,broken clouds,04d,
1000,1712217600,15.0,14.64,1011,80,14.26,15.5,6.17,170,,75,803,Clouds,broken clouds,04d,
1001,1712221200,15.2,14.81,1011,78,14.26,16.05,6.26,166,12.07,75,803,Clouds,broken clouds,04d,
1002,1712224800,15.51,15.13,1011,77,14.82,16.05,5.36,198,8.05,75,803,Clouds,broken clouds,04d,
1003,1712228400,16.01,15.6,1011,74,15.37,16.61,6.17,160,11.32,40,802,Clouds,scattered clouds,03d,
1004,1712232000,16.39,15.94,1009,71,14.88,17.16,7.72,180,14.4,20,801,Clouds,few clouds,02d,
1005,1712235600,17.07,16.61,1009,68,15.99,17.72,6.17,190,11.32,20,801,Clouds,few clouds,02d,
1006,1712239200,17.41,16.9,1008,65,16.98,18.3,5.66,210,,20,801,Clouds,few clouds,02d,
1007,1712242800,17.45,16.87,1008,62,16.55,18.3,7.72,190,16.98,20,801,Clouds,few clouds,02d,
1008,1712246400,17.96,17.38,1006,60,15.99,18.77,9.77,180,15.95,20,801,Clouds,few clouds,02d,
1009,1712250000,17.31,16.79,1007,65,15.93,18.03,8.23,170,13.38,20,801,Clouds,few clouds,02d,
1010,1712253600,16.57,15.98,1006,65,15.44,17.16,6.71,174,12.07,20,801,Clouds,few clouds,02d,
1011,1712257200,16.12,15.41,1006,62,15.44,16.61,10.8,190,17.49,40,802,Clouds,scattered clouds,03n,
1012,1712260800,15.68,15.03,1007,66,14.96,16.4,6.69,160,12.35,0,800,Clear,clear sky,01n,
1013,1712264400,15.0,14.57,1005,77,14.32,15.5,11.83,190,19.55,20,501,Rain,moderate rain,10n,1.26
1014,1712268000,14.59,14.12,1006,77,13.85,14.94,8.23,170,13.89,20,801,Clouds,few clouds,02n,
1015,1712271600,14.13,13.82,1005,85,13.61,14.94,6.71,161,11.18,40,500,Rain,light rain,10n,0.67
1016,1712275200,14.42,14.16,1005,86,13.58,15.44,7.2,170,12.35,75,803,Clouds,broken clouds,04n,
1017,1712278800,14.59,14.35,1005,86,14.17,14.96,6.17,170,11.32,100,500,Rain,light rain,10n,0.27
1018,1712282400,13.94,13.79,1005,92,13.21,14.96,5.14,170,,100,501,Rain,moderate rain,10n,0.49
1019,1712286000,13.9,13.77,1005,93,13.06,15.52,4.92,162,9.39,75,501,Rain,moderate rain,10n,0.42
1020,1712289600,13.77,13.71,1005,96,13.21,15.52,6.26,130,8.49,75,501,Rain,moderate rain,10n,0.27
1021,1712293200,14.04,13.95,1005,94,13.58,15.52,5.81,153,8.49,20,801,Clouds,few clouds,02n,
1022,1712296800,14.11,14.06,1004,95,13.58,15.52,4.92,152,6.71,40,802,Clouds,scattered clouds,03n,
1023,1712300400,14.3,14.27,1004,95,13.58,15.52,5.36,131,8.05,75,300,Drizzle,light intensity drizzle,09d,
1024,1712304000,15.51,15.49,1003,91,14.69,16.56,4.47,178,6.71,75,803,Clouds,broken clouds,04d,
1025,1712307600,17.16,17.1,1004,83,15.52,18.06,6.71,162,8.49,40,802,Clouds,scattered clouds,03d,
1026,1712311200,18.17,18.21,1003,83,16.55,18.61,7.72,160,,40,802,Clouds,scattered clouds,03d,
1027,1712314800,19.5,19.62,999,81,17.1,20.4,7.2,160,,40,802,Clouds,scattered clouds,03d,
1028,1712318400,21.85,21.94,1005,71,19.32,22.4,11.32,160,17.49,40,802,Clouds,scattered clouds,03d,
1029,1712322000,22.71,22.79,1004,67,20.99,23.4,12.35,170,20.06,40,802,Clouds,scattered clouds,03d,
1030,1712325600,24.83,24.94,996,60,22.1,25.28,10.29,170,15.95,40,802,Clouds,scattered clouds,03d,
1031,1712329200,25.58,25.53,995,51,23.21,25.84,9.26,170,14.4,20,801,Clouds,few clouds,02d,
1032,1712332800,26.04,26.04,1000,52,23.77,26.4,11.83,180,20.58,20,801,Clouds,few clouds,02d,
1033,1712336400,26.4,26.4,1000,38,23.21,26.4,10.8,180,17.49,20,801,Clouds,few clouds,02d,
1034,1712340000,26.4,26.4,999,21,22.66,26.4,10.29,170,16.46,20,801,Clouds,few clouds,02d,
1035,1712343600,23.62,22.72,999,26,20.44,24.4,6.17,190,,0,800,Clear,clear sky,01d,
1036,1712347200,21.82,21.26,996,46,17.67,24.4,5.36,188,10.73,20,500,Rain,light rain,10n,0.71
1037,1712350800,20.35,19.67,997,47,19.26,21.61,14.92,200,22.64,20,801,Clouds,few clouds,02n,
1038,1712354400,19.98,19.31,996,49,18.85,20.5,9.26,190,15.43,0,800,Clear,clear sky,01n,
1039,1712358000,20.24,19.63,996,50,18.3,20.5,10.8,200,18.52,0,800,Clear,clear sky,01n,
1040,1712361600,18.4,17.94,997,63,16.56,19.4,12.86,200,19.03,0,800,Clear,clear sky,01n,
1041,1712365200,16.3,15.94,999,75,14.33,17.4,10.8,230,17.49,0,800,Clear,clear sky,01n,
1042,1712368800,14.2,13.87,1000,84,12.66,15.4,7.72,220,,100,804,Clouds,overcast clouds,04n,
1043,1712372400,12.83,12.49,1000,89,11.92,13.83,8.75,190,14.92,90,501,Rain,moderate rain,10n,0.39
1044,1712376000,12.18,11.86,999,92,11.36,13.3,6.17,180,,20,501,Rain,moderate rain,10n,0.1
1045,1712379600,12.06,11.67,999,90,11.36,13.27,6.69,160,,20,300,Drizzle,light intensity drizzle,09n,
1046,1712383200,12.52,12.13,1000,88,11.92,13.27,5.66,170,,75,803,Clouds,broken clouds,04n,
1047,1712386800,13.37,12.93,1000,83,13.06,13.83,5.14,200,,75,803,Clouds,broken clouds,04d,
1048,1712390400,13.94,13.56,1001,83,13.03,14.94,6.17,180,,40,802,Clouds,scattered clouds,03d,
1049,1712394000,15.42,15.05,1001,78,14.69,16.05,9.77,200,15.43,20,801,Clouds,few clouds,02d,
1050,1712397600,16.91,16.54,1001,72,16.36,17.72,9.39,192,15.65,20,801,Clouds,few clouds,02d,
1051,1712401200,17.84,17.46,1002,68,16.98,18.83,11.32,190,19.55,20,801,Clouds,few clouds,02d,
1052,1712404800,18.49,18.09,1004,65,18.09,19.38,11.62,178,18.33,40,802,Clouds,scattered clouds,03d,
1053,1712408400,17.98,17.64,1004,69,14.88,19.4,13.38,200,20.06,40,802,Clouds,scattered clouds,03d,
1054,1712412000,16.5,16.32,1004,81,15.44,17.16,8.23,230,13.38,75,803,Clouds,broken clouds,04d,
1055,1712415600,16.74,16.45,1005,76,15.52,18.27,9.26,200,,40,802,Clouds,scattered clouds,03d,
1056,1712419200,17.52,17.18,1006,71,17.1,17.67,7.72,220,12.86,40,802,Clouds,scattered clouds,03d,
1057,1712422800,17.0,16.51,1008,67,16.55,17.5,9.26,220,14.92,40,802,Clouds,scattered clouds,03d,
1058,1712426400,16.66,16.1,1009,66,15.44,17.4,8.23,220,14.92,40,802,Clouds,scattered clouds,03d,
1059,1712430000,15.24,14.65,1009,70,14.32,16.05,4.92,198,8.05,20,801,Clouds,few clouds,02d,
1060,1712433600,13.81,13.2,1010,75,13.21,14.4,3.6,200,,0,800,Clear,clear sky,01n,
1061,1712437200,13.41,12.87,1011,79,13.06,13.77,3.6,170,,0,800,Clear,clear sky,01n,
1062,1712440800,13.2,12.74,1010,83,13.06,13.4,4.12,170,,20,801,Clouds,few clouds,02n,
1063,1712444400,13.25,12.77,1010,82,12.5,13.83,5.66,190,,0,800,Clear,clear sky,01n,
1064,1712448000,13.22,12.79,1011,84,12.66,13.83,3.6,180,,0,800,Clear,clear sky,01n,
1065,1712451600,13.05,12.6,1012,84,12.1,13.83,3.58,184,4.92,75,803,Clouds,broken clouds,04n,
1066,1712455200,12.64,12.21,1011,86,11.55,13.83,2.06,160,,20,801,Clouds,few clouds,02n,
1067,1712458800,12.58,12.14,1011,86,11.39,13.83,2.57,180,,40,802,Clouds,scattered clouds,03n,
1068,1712462400,12.35,11.89,1010,86,10.44,13.3,1.54,200,,20,801,Clouds,few clouds,02n,
1069,1712466000,12.15,11.69,1010,87,9.88,13.3,2.57,160,,20,801,Clouds,few clouds,02n,
1070,1712469600,11.87,11.41,1011,88,9.88,12.74,2.06,180,,40,802,Clouds,scattered clouds,03n,
1071,1712473200,11.69,11.19,1011,87,9.88,12.72,0.89,162,,75,803,Clouds,broken clouds,04d,
1072,1712476800,12.84,12.37,1012,84,11.55,13.83,2.68,186,4.02,0,800,Clear,clear sky,01d,
1073,1712480400,15.04,14.48,1012,72,14.2,16.05,3.6,190,,0,800,Clear,clear sky,01d,
1074,1712484000,16.18,15.47,1011,62,15.31,17.16,5.66,190,,0,800,Clear,clear sky,01d,
1075,1712487600,17.19,16.48,1012,58,15.99,18.27,6.17,190,,0,800,Clear,clear sky,01d,
1076,1712491200,18.13,17.49,1011,57,16.98,19.41,6.17,200,,20,801,Clouds,few clouds,02d,
1077,1712494800,18.68,17.94,1011,51,17.66,19.96,6.69,200,,0,800,Clear,clear sky,01d,
1078,1712498400,18.95,18.18,1010,49,18.64,19.96,6.69,170,,0,800,Clear,clear sky,01d,
1079,1712502000,18.92,18.04,1010,45,18.64,20.25,6.69,190,,0,800,Clear,clear sky,01d,
1080,1712505600,17.56,16.57,1009,46,16.95,18.3,6.17,210,,0,800,Clear,clear sky,01d,
1081,1712509200,16.32,15.31,1009,50,15.44,16.63,7.2,210,,0,800,Clear,clear sky,01d,
1082,1712512800,15.21,14.27,1008,57,14.69,16.07,6.71,160,9.83,0,800,Clear,clear sky,01d,
1083,1712516400,14.13,13.22,1009,62,13.61,14.96,4.47,177,6.71,0,800,Clear,clear sky,01d,
1084,1712520000,13.81,13.0,1007,67,13.58,14.4,5.81,185,9.83,0,800,Clear,clear sky,01n,
1085,1712523600,13.44,12.64,1007,69,13.03,13.78,5.36,173,10.28,0,500,Rain,light rain,10n,0.42
1086,1712527200,13.39,12.56,1006,68,13.03,13.77,6.26,154,8.05,0,800,Clear,clear sky,01n,
1087,1712530800,13.62,12.79,1005,67,13.09,14.38,6.26,150,9.39,0,800,Clear,clear sky,01n,
1088,1712534400,13.35,12.57,1004,70,12.74,13.77,6.71,173,10.28,0,800,Clear,clear sky,01n,
1089,1712538000,12.73,12.15,1001,80,12.47,13.27,9.39,164,14.31,88,804,Clouds,overcast clouds,04n,
1090,1712541600,12.12,11.63,1001,86,11.36,13.27,9.26,170,15.95,94,804,Clouds,overcast clouds,04n,
1091,1712545200,11.9,11.44,1001,88,10.81,13.21,7.2,150,,20,801,Clouds,few clouds,02n,
1092,1712548800,11.75,11.38,1001,92,10.81,13.3,4.12,150,,75,803,Clouds,broken clouds,04n,
1093,1712552400,12.08,11.77,1002,93,11.36,12.74,3.6,260,,75,803,Clouds,broken clouds,04n,
1094,1712556000,11.84,11.46,1004,91,10.99,12.72,3.13,265,,100,701,Mist,mist,50d,
1095,1712559600,11.5,11.13,1004,93,10.99,12.16,3.09,250,,75,803,Clouds,broken clouds,04d,
1096,1712563200,11.2,10.78,1004,92,10.25,11.61,3.13,249,,100,500,Rain,light rain,10d,0.17
1097,1712566800,10.51,10.04,1006,93,10.25,11.07,6.17,280,11.32,75,803,Clouds,broken clouds,04d,
1098,1712570400,11.36,10.85,1007,88,9.88,12.16,5.14,290,,75,803,Clouds,broken clouds,04d,
1099,1712574000,10.15,9.6,1009,91,9.14,12.1,4.63,300,,75,803,Clouds,broken clouds,04d,
1100,1712577600,12.63,11.99,1009,78,11.98,13.83,4.63,290,10.29,75,803,Clouds,broken clouds,04d,
1101,1712581200,12.92,12.25,1010,76,12.4,13.71,8.75,290,14.92,40,802,Clouds,scattered clouds,03d,
1102,1712584800,12.25,11.59,1011,79,10.4,13.83,8.23,290,19.03,75,803,Clouds,broken clouds,04d,
1103,1712588400,12.85,12.07,1012,72,11.56,13.4,9.77,290,16.98,40,802,Clouds,scattered clouds,03d,
1104,1712592000,10.76,10.01,1014,81,9.4,12.18,10.29,310,16.98,75,803,Clouds,broken clouds,04d,
1105,1712595600,12.34,11.54,1015,73,11.42,13.27,6.69,310,12.35,40,802,Clouds,scattered clouds,03d,
1106,1712599200,11.54,10.68,1017,74,10.81,12.16,7.2,300,,20,801,Clouds,few clouds,02d,
1107,1712602800,10.7,9.73,1019,73,9.88,11.4,4.12,280,,40,802,Clouds,scattered clouds,03d,
1108,1712606400,11.03,10.12,1019,74,9.14,12.16,5.14,300,,40,802,Clouds,scattered clouds,03n,
1109,1712610000,10.58,9.65,1021,75,9.14,11.4,7.72,300,,40,802,Clouds,scattered clouds,03n,
1110,1712613600,10.37,9.47,1021,77,8.58,11.61,4.63,290,,20,801,Clouds,few clouds,02n,
1111,1712617200,9.78,7.46,1022,80,7.47,11.55,4.63,300,,20,801,Clouds,few clouds,02n,
1112,1712620800,9.67,7.8,1025,82,7.11,11.05,3.58,287,6.71,75,803,Clouds,broken clouds,04n,
1113,1712624400,9.65,8.36,1026,82,6.92,11.05,2.57,280,,20,801,Clouds,few clouds,02n,
1114,1712628000,9.23,7.86,1027,82,6.36,10.99,2.57,270,,0,800,Clear,clear sky,01n,
1115,1712631600,9.5,8.42,1027,82,6.0,11.61,2.24,24,,20,801,Clouds,few clouds,02n,
1116,1712635200,8.7,8.12,1027,86,5.81,11.61,1.54,170,,40,802,Clouds,scattered clouds,03n,
1117,1712638800,8.48,7.37,1027,87,5.81,11.61,2.06,170,,20,801,Clouds,few clouds,02n,
1118,1712642400,8.16,7.0,1028,88,5.44,11.61,2.06,140,,40,802,Clouds,scattered clouds,03d,
1119,1712646000,8.0,6.4,1026,90,6.0,10.5,2.57,160,,40,802,Clouds,scattered clouds,03d,
1120,1712649600,8.7,7.63,1027,91,7.4,10.31,2.06,150,,40,802,Clouds,scattered clouds,03d,
1121,1712653200,11.27,10.7,1028,86,10.4,12.18,2.06,150,,20,801,Clouds,few clouds,02d,
1122,1712656800,12.84,12.16,1028,76,11.98,13.85,2.24,269,,40,802,Clouds,scattered clouds,03d,
1123,1712660400,13.75,12.96,1029,68,12.66,15.5,3.09,310,,40,802,Clouds,scattered clouds,03d,
1124,1712664000,14.17,13.31,1029,64,13.09,14.94,3.09,290,,40,802,Clouds,scattered clouds,03d,
1125,1712667600,14.66,13.88,1029,65,13.21,16.39,4.12,300,,40,802,Clouds,scattered clouds,03d,
1126,1712671200,14.07,13.36,1030,70,13.27,14.4,5.14,270,,20,801,Clouds,few clouds,02d,
1127,1712674800,14.29,13.58,1028,69,13.21,15.4,4.12,300,,20,801,Clouds,few clouds,02d,
1128,1712678400,13.81,13.0,1031,67,13.22,14.4,5.14,300,,40,802,Clouds,scattered clouds,03d,
1129,1712682000,13.69,12.94,1029,70,13.03,14.4,4.63,330,,40,802,Clouds,scattered clouds,03d,
1130,1712685600,12.95,12.15,1029,71,12.53,13.4,3.09,340,,40,802,Clouds,scattered clouds,03d,
1131,1712689200,12.21,11.39,1029,73,11.92,12.66,3.09,300,,20,801,Clouds,few clouds,02d,
1132,1712692800,11.91,11.14,1029,76,10.84,12.74,2.24,303,2.68,20,801,Clouds,few clouds,02n,
1133,1712696400,11.49,10.76,1030,79,9.89,12.72,0.51,0,,20,801,Clouds,few clouds,02n,
1134,1712700000,10.78,10.08,1030,83,9.72,11.42,1.79,212,1.79,20,801,Clouds,few clouds,02n,
1135,1712703600,10.57,9.9,1030,85,8.78,12.16,1.34,233,1.79,20,801,Clouds,few clouds,02n,
1136,1712707200,9.81,8.92,1030,87,8.21,11.61,2.06,160,,0,800,Clear,clear sky,01n,
1137,1712710800,8.96,7.54,1029,89,7.11,10.5,2.57,160,,0,800,Clear,clear sky,01n,
1138,1712714400,8.54,7.68,1029,89,6.0,10.5,1.79,212,1.79,0,800,Clear,clear sky,01n,
1139,1712718000,8.07,6.74,1029,91,6.0,10.31,2.24,183,3.58,0,800,Clear,clear sky,01n,
1140,1712721600,7.86,6.24,1028,91,6.36,9.41,2.57,150,,0,800,Clear,clear sky,01n,
1141,1712725200,8.2,6.64,1030,88,6.4,9.41,2.57,170,,0,800,Clear,clear sky,01n,
1142,1712728800,8.17,7.26,1030,90,6.0,9.82,1.79,120,,0,800,Clear,clear sky,01d,
1143,1712732400,8.74,7.53,1031,88,6.4,11.48,2.24,106,,0,800,Clear,clear sky,01d,
1144,1712736000,9.46,8.37,1027,85,7.4,13.85,2.24,126,,0,800,Clear,clear sky,01d,
1145,1712739600,12.45,11.79,1029,78,10.4,16.07,1.79,200,2.68,0,800,Clear,clear sky,01d,
1146,1712743200,14.8,14.16,1029,70,13.64,16.0,1.34,55,,0,800,Clear,clear sky,01d,
1147,1712746800,16.07,15.43,1029,65,14.38,18.61,1.79,334,,0,800,Clear,clear sky,01d,
1148,1712750400,16.91,16.17,1029,58,14.38,19.72,2.68,25,,0,800,Clear,clear sky,01d,
1149,1712754000,17.55,16.88,1029,58,15.44,19.69,2.57,360,,0,800,Clear,clear sky,01d,
1150,1712757600,16.51,15.86,1027,63,13.83,19.82,5.81,328,,0,800,Clear,clear sky,01d,
1151,1712761200,16.37,15.68,1027,62,13.83,19.26,4.47,325,,0,800,Clear,clear sky,01d,
1152,1712764800,16.57,15.85,1027,60,14.94,17.5,2.57,340,,0,800,Clear,clear sky,01d,
1153,1712768400,15.75,14.95,1028,60,14.38,17.4,3.09,320,,0,800,Clear,clear sky,01d,
1154,1712772000,15.68,14.84,1029,59,14.88,16.4,2.57,320,,0,800,Clear,clear sky,01d,
1155,1712775600,14.35,13.56,1029,66,13.61,15.4,2.06,300,,0,800,Clear,clear sky,01d,
1156,1712779200,13.12,12.37,1029,72,11.56,13.83,0.89,275,,0,800,Clear,clear sky,01n,
1157,1712782800,12.59,11.94,1029,78,10.44,13.83,1.34,265,,0,800,Clear,clear sky,01n,
1158,1712786400,12.04,11.41,1029,81,9.33,13.83,0.89,120,,0,800,Clear,clear sky,01n,
1159,1712790000,10.85,10.24,1030,86,8.78,11.98,1.03,200,,0,800,Clear,clear sky,01n,
1160,1712793600,10.93,10.3,1029,85,9.17,13.27,1.54,160,,0,800,Clear,clear sky,01n,
1161,1712797200,10.26,9.61,1031,87,8.77,11.61,2.57,160,,0,800,Clear,clear sky,01n,
1162,1712800800,10.88,10.22,1029,84,8.4,11.05,2.57,160,,0,800,Clear,clear sky,01n,
1163,1712804400,10.46,9.78,1028,85,8.4,10.5,1.54,160,,0,800,Clear,clear sky,01n,
1164,1712808000,9.9,9.03,1028,85,7.4,9.94,2.06,160,,0,800,Clear,clear sky,01n,
1165,1712811600,9.9,8.66,1028,85,7.4,9.94,2.57,150,,0,800,Clear,clear sky,01n,
1166,1712815200,9.94,8.71,1027,83,7.4,9.94,2.57,160,,0,800,Clear,clear sky,01d,
1167,1712818800,10.88,10.16,1028,82,7.4,11.05,3.09,160,,0,800,Clear,clear sky,01d,
1168,1712822400,11.54,10.92,1028,83,8.4,14.89,2.68,135,,0,800,Clear,clear sky,01d,
1169,1712826000,16.2,15.83,1027,75,12.4,21.0,2.24,113,,0,800,Clear,clear sky,01d,
1170,1712829600,20.26,20.01,1027,64,18.4,23.15,3.09,140,,0,800,Clear,clear sky,01d,
1171,1712833200,22.76,22.74,1026,63,19.88,24.82,1.54,130,,0,800,Clear,clear sky,01d,
1172,1712836800,24.5,24.55,1025,59,20.99,25.93,1.03,0,,0,800,Clear,clear sky,01d,
1173,1712840400,24.49,24.46,1028,56,21.4,28.15,3.09,20,,0,800,Clear,clear sky,01d,
1174,1712844000,23.13,23.09,1025,61,18.83,28.71,3.09,360,,0,800,Clear,clear sky,01d,
1175,1712847600,23.81,23.73,1025,57,17.1,28.71,2.57,10,,0,800,Clear,clear sky,01d,
1176,1712851200,22.99,22.91,1024,60,17.66,25.28,3.09,20,,0,800,Clear,clear sky,01d,
1177,1712854800,22.2,22.04,1025,60,17.66,24.4,3.6,330,,0,800,Clear,clear sky,01d,
1178,1712858400,20.73,20.53,1027,64,16.55,22.4,4.12,320,,0,800,Clear,clear sky,01d,
1179,1712862000,19.61,19.32,1027,65,17.66,21.4,2.57,330,,0,800,Clear,clear sky,01d,
1180,1712865600,18.37,18.12,1024,71,16.55,20.4,1.34,123,,0,800,Clear,clear sky,01n,
1181,1712869200,17.56,17.41,1025,78,14.89,18.64,2.06,190,,0,800,Clear,clear sky,01n,
1182,1712872800,16.41,16.17,1026,79,13.78,18.64,2.06,160,,0,800,Clear,clear sky,01n,
1183,1712876400,15.67,15.41,1026,81,12.67,17.53,2.06,160,,0,800,Clear,clear sky,01n,
1184,1712880000,15.25,14.95,1026,81,12.66,16.98,3.09,150,,0,800,Clear,clear sky,01n,
1185,1712883600,15.12,14.78,1027,80,13.4,16.42,2.06,160,,0,800,Clear,clear sky,01n,
1186,1712887200,14.3,14.0,1026,85,12.5,15.87,2.06,180,,0,800,Clear,clear sky,01n,
1187,1712890800,14.19,13.81,1027,82,12.4,15.31,2.57,160,,0,800,Clear,clear sky,01n,
1188,1712894400,14.25,13.85,1026,81,12.4,15.31,3.09,170,,0,800,Clear,clear sky,01n,
1189,1712898000,14.54,14.19,1026,82,11.4,14.94,3.09,150,,0,800,Clear,clear sky,01n,
1190,1712901600,15.24,14.99,1025,83,12.4,16.05,2.68,150,,0,800,Clear,clear sky,01d,
1191,1712905200,14.98,14.75,1023,85,12.4,16.42,3.09,170,,0,800,Clear,clear sky,01d,
1192,1712908800,17.08,16.93,1026,80,15.4,19.33,2.57,160,,0,800,Clear,clear sky,01d,
1193,1712912400,20.08,20.05,1026,73,18.27,24.26,2.06,140,,0,800,Clear,clear sky,01d,
1194,1712916000,22.94,23.04,1026,67,18.83,26.56,1.34,316,1.79,0,800,Clear,clear sky,01d,
1195,1712919600,24.86,25.07,1029,64,19.88,28.15,1.79,318,3.13,0,800,Clear,clear sky,01d,
1196,1712923200,25.39,25.58,1026,61,19.32,29.26,3.09,10,,0,800,Clear,clear sky,01d,
1197,1712926800,24.24,24.34,1026,62,18.83,28.71,3.6,10,,0,800,Clear,clear sky,01d,
1198,1712930400,24.48,24.47,1025,57,20.44,27.11,4.12,360,,0,800,Clear,clear sky,01d,
1199,1712934000,24.22,24.21,1028,58,19.32,26.92,3.09,10,,0,800,Clear,clear sky,01d,
1200,1712937600,23.55,23.45,1028,57,19.32,26.0,2.24,30,,0,800,Clear,clear sky,01d,
1201,1712941200,23.52,23.42,1026,57,20.44,25.4,2.06,360,,0,800,Clear,clear sky,01d,
1202,1712944800,24.4,24.2,1027,50,20.99,24.4,1.54,20,,0,800,Clear,clear sky,01d,
1203,1712948400,23.4,23.08,1027,49,23.4,23.4,2.06,10,,0,800,Clear,clear sky,01d,
1204,1712952000,20.54,20.35,1028,65,17.66,21.4,1.03,0,,0,800,Clear,clear sky,01n,
1205,1712955600,18.43,18.16,1023,70,16.55,19.4,1.79,16,,0,800,Clear,clear sky,01n,
1206,1712959200,17.37,17.23,1025,79,14.88,18.58,0.51,0,,0,800,Clear,clear sky,01n,
1207,1712962800,16.53,16.41,1024,83,13.78,17.53,1.79,122,,0,800,Clear,clear sky,01n,
1208,1712966400,15.79,15.7,1024,87,13.22,17.53,2.06,160,,0,800,Clear,clear sky,01n,
1209,1712970000,15.62,15.51,1023,87,13.21,16.98,3.09,170,,0,800,Clear,clear sky,01n,
1210,1712973600,14.86,14.7,1024,88,12.66,15.87,2.68,176,3.58,0,800,Clear,clear sky,01n,
1211,1712977200,14.49,14.34,1024,90,12.66,16.42,3.09,160,,0,800,Clear,clear sky,01n,
1212,1712980800,14.54,14.35,1024,88,12.5,16.92,2.57,160,,0,800,Clear,clear sky,01n,
1213,1712984400,15.04,14.82,1023,85,12.5,16.92,2.57,170,,0,800,Clear,clear sky,01n,
1214,1712988000,15.18,14.92,1026,83,12.5,16.42,2.24,185,2.68,0,800,Clear,clear sky,01d,
1215,1712991600,14.93,14.72,1027,86,13.21,17.53,2.06,160,,0,800,Clear,clear sky,01d,
1216,1712995200,17.07,17.0,1025,83,15.4,18.83,1.54,170,,0,800,Clear,clear sky,01d,
1217,1712998800,18.84,18.71,1025,74,17.72,21.0,1.34,26,,0,800,Clear,clear sky,01d,
1218,1713002400,22.14,22.16,1025,67,20.44,23.78,1.54,20,,0,800,Clear,clear sky,01d,
1219,1713006000,23.61,23.65,1024,62,20.44,25.84,1.79,325,,0,800,Clear,clear sky,01d,
1220,1713009600,22.54,22.57,1024,66,19.32,25.81,3.09,10,,0,800,Clear,clear sky,01d,
1221,1713013200,21.18,21.18,1024,70,17.72,25.81,3.09,360,,0,800,Clear,clear sky,01d,
1222,1713016800,21.46,21.52,1024,71,17.16,24.69,4.02,15,,0,800,Clear,clear sky,01d,
1223,1713020400,20.14,20.17,1024,75,17.16,24.14,4.12,10,,0,800,Clear,clear sky,01d,
1224,1713024000,19.94,20.03,1023,78,17.16,22.47,3.6,360,,0,800,Clear,clear sky,01d,
1225,1713027600,19.79,19.86,1023,78,17.16,23.03,3.09,20,,0,800,Clear,clear sky,01d,
1226,1713031200,18.64,18.62,1023,79,17.16,20.4,2.24,340,,0,800,Clear,clear sky,01d,
1227,1713034800,17.97,17.91,1023,80,16.61,19.4,1.79,34,,0,800,Clear,clear sky,01d,
1228,1713038400,16.77,16.7,1023,84,15.99,18.09,1.54,350,,0,800,Clear,clear sky,01n,
1229,1713042000,16.04,16.08,1024,91,14.89,16.98,1.03,0,,0,800,Clear,clear sky,01n,
1230,1713045600,15.54,15.55,1024,92,13.78,16.42,0.89,242,0.89,0,800,Clear,clear sky,01n,
1231,1713049200,14.97,14.92,1023,92,12.11,16.05,0.89,9,,0,800,Clear,clear sky,01n,
1232,1713052800,14.19,14.09,1023,93,11.56,15.31,2.06,160,,0,800,Clear,clear sky,01n,
